,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
310,20,St.Luke Wall,Glen,Perry,32,Head,Single,Male,Public house manager,None,Catholic
311,20,St.Luke Wall,Alison,Chandler,29,Partner,Single,Female,Hospital doctor,None,Catholic
312,21,St.Luke Wall,William,Richardson,42,Head,Single,Male,Lexicographer,None,None
313,21,St.Luke Wall,Lindsey,Harvey,35,Partner,Single,Female,Hydrographic surveyor,None,None
314,21,St.Luke Wall,Suzanne,Richardson,16,Daughter,NA,Female,Student,None,NA
315,21,St.Luke Wall,Andrea,Richardson,14,Daughter,NA,Female,Student,None,NA
316,22,St.Luke Wall,Pamela,Humphries,50,Head,Married,Female,Further education lecturer,None,None
317,22,St.Luke Wall,Nigel,Humphries,49,Husband,Married,Male,Chiropodist,None,Catholic
318,22,St.Luke Wall,Joan,Humphries,21,Daughter,Single,Female,University Student,None,None
319,22,St.Luke Wall,Kieran,Humphries,14,Son,NA,Male,Student,None,NA
320,23,St.Luke Wall,Emma,Ryan,48,Head,Single,Female,"Programmer, multimedia",None,Catholic
321,23,St.Luke Wall,Justin,Patel,46,Partner,Single,Male,Retail manager,None,None
322,24,St.Luke Wall,Jay,Grant,20,Head,Divorced,Male,University Student,None,Christian
323,25,St.Luke Wall,Aaron,Ward,39,Head,Single,Male,"Geologist, wellsite", ,Christian
324,25,St.Luke Wall,Bernard,Jones,30,None,Single,Male,"Engineer, electrical",None,Christian
325,25,St.Luke Wall,Gail,Stokes,31,None,Single,Female,"Sound technician, broadcasting/film/video",Deaf,None
326,25,St.Luke Wall,Connor,Moore,50,None,Single,M,"Teacher, secondary school",None,Christian
327,25,St.Luke Wall,Lorraine,Power,32,None,Single,Female,"Engineer, communications",None,Catholic
328,25,St.Luke Wall,Phillip,Gibbs,36,None,Single,Male,Multimedia specialist,None,Catholic
329,26,St.Luke Wall,Nigel,Sutton,49,Head,Married,Male,Neurosurgeon,None,None
330,26,St.Luke Wall,Timothy,Sutton,49,Husband,Married,Male,Child psychotherapist,None,None
331,27,St.Luke Wall,Nicola,Jones,45,Head,Married,Female,Retail buyer,None,Methodist
332,27,St.Luke Wall,Dominic,Jones,47,Husband,Married,Male,Personnel officer,None,None
333,27,St.Luke Wall,Mohammad,Jones,12,Son,NA,Male,Student,None,NA
334,27,St.Luke Wall,Joshua,Jones,11,Son,NA,Male,Student,None,NA
335,27,St.Luke Wall,Matthew,Jones,11,Son,NA,Male,Student,None,NA
336,28,St.Luke Wall,Holly,Carey,82,Head,Divorced,Female,Retired Landscape architect,None,None
337,29,St.Luke Wall,Colin,Savage,18,Head,Single,Male,University Student,None,None
338,29,St.Luke Wall,Damien,Harris,21,None,Single,Male,University Student,None,None
339,30,St.Luke Wall,Rosie,Robinson,46,Head,Single,Female,Waste management officer,None,None
340,30,St.Luke Wall,Gareth,Morris,50,Partner,Single,Male,"Therapist, art",None,None
341,30,St.Luke Wall,Joanne,Robinson,13,Daughter,NA,Female,Student,None,NA
342,31,St.Luke Wall,Kerry,Butler,37,Head,Single,Female,"Engineer, civil (consulting)",None,Christian
343,31,St.Luke Wall,Gareth,Allen,40,Partner,Single,male,Company secretary,None,Christian
344,32,St.Luke Wall,Ian,Sharp,44,Head,Married,Male,Mudlogger,None,Methodist
345,32,St.Luke Wall,Katy,Sharp,39,Wife,Married,Female,Adult nurse,None,Methodist
346,33,St.Luke Wall,Dawn,Taylor,60,Head,Single,Female,"Radiographer, therapeutic",None,Christian
347,33,St.Luke Wall,Sharon,Taylor,30,Daughter,Single,Female,Actor,None,None
348,33,St.Luke Wall,Deborah,Taylor,27,Daughter,Single,Female,Ophthalmologist,None,None
349,34,St.Luke Wall,Ashley,Howard,46,Head,Divorced,Male,Police officer,None,Christian
350,35,St.Luke Wall,Valerie,Thomas,46,Head,Single,Female,English as a second language teacher,None,None
351,35,St.Luke Wall,Bryan,Jones,51,Partner,Single,Male,Telecommunications researcher,None,None
352,35,St.Luke Wall,Martyn,Thomas,6,Son,NA,Male,Student,None,NA
353,35,St.Luke Wall,Sam,Thomas,1,Son,NA,Male,Child,None,NA
354,36,St.Luke Wall,Jemma,Smith,56,Head,Single,Female,Travel agency manager,None,None
355,36,St.Luke Wall,Victoria,Smith,20,Daughter,Single,Female,University Student,None,None
356,36,St.Luke Wall,Joseph,Smith,19,Son,Divorced,M,Cabin crew,None,None
357,36,St.Luke Wall,Francesca,Simpson,11,Daughter,NA,Female,Student,None,NA
358,1,Estuary Trace,Jake,Edwards,39,Head,Divorced,Male,Child psychotherapist,None,Christian
359,2,Estuary Trace,Charlene,Dawson,65,Head,Single,Female,Unemployed,None,Jewish
360,2,Estuary Trace,Charlotte,Dawson,38,Daughter,Single,Female,Early years teacher,None,None
361,2,Estuary Trace,Amanda,Dawson,35,Daughter,Single,Female,"Scientist, audiological",None,Jewish
362,2,Estuary Trace,Gordon,Dawson,33,Son,Single,Male,Investment analyst,None,None
363,3,Estuary Trace,Leah,Smith,49,Head,Divorced,Female,Unemployed,None,None
364,3,Estuary Trace,Brandon,Smith,16,Son,NA,Male,Student,None,NA
365,4,Estuary Trace,Henry,Watson,41,Head,Married,Male,Ophthalmologist,None,Catholic
366,4,Estuary Trace,Jill,Watson,42,Wife,Married,Female,Special effects artist,None,None
367,1,Thames Lodge,Kayleigh,Patterson,72,Head,Divorced,Female,Retired Physiological scientist,None,Christian
368,1,Thames Lodge,Judith,Patterson,40,Daughter,Divorced,Female,Community pharmacist,None,Christian
369,1,Thames Lodge,Norman,Patterson,37,Son,Single,Male,Occupational therapist,None,Christian
370,1,Thames Lodge,Donald,Patterson,30,Son,Single,Male,Health visitor,None,None
371,1,Thames Lodge,Arthur,Patterson,27,Son,Single,Male,"Engineer, production",None,Christian
372,1,Thames Lodge,Lewis,Patterson,25,Son,Single,Male,"Teacher, English as a foreign language",None,None
373,2,Thames Lodge,Maureen,Clayton,37,Head,Married,Female,Research scientist (medical),None,None
374,2,Thames Lodge,Charles,Clayton,38,Husband,Married,Male,Chartered legal executive (England and Wales),None,None
375,2,Thames Lodge,Thomas,Clayton,7,Son,NA,Male,Student,None,NA
376,2,Thames Lodge,Joel,Clayton,3,Son,NA,Male,Child,None,NA
377,3,Thames Lodge,Bethany,Wheeler,55,Head,Single,Female,"Scientist, biomedical",None,None
378,3,Thames Lodge,George,Howard,56,Partner,Single,Male,Intelligence analyst,None,None
379,3,Thames Lodge,Sharon,Wheeler,23,Daughter,Single,Female,TEFL teacher,None,None
380,3,Thames Lodge,Shannon,Wheeler,15,Daughter,NA,Female,Student,None,NA
381,4,Thames Lodge,Ashleigh,Goddard,43,Head,Single,Female,"Psychotherapist, dance movement",None,Catholic
382,4,Thames Lodge,Jordan,Goddard,15,Son,NA,Male,Student,None,NA
383,4,Thames Lodge,Elliot,Goddard,13,Son,NA,Male,Student,None,NA
384,4,Thames Lodge,Elaine,Goddard,9,Daughter,NA,f,Student,None,NA
385,5,Thames Lodge,Amanda,Evans,67,Head,Widowed,Female,"Designer, jewellery",None,Christian
386,6,Thames Lodge,Hollie,Green,44,Head,Single,Female,Tourism officer,None,None
387,7,Thames Lodge,Thomas,Brooks,67,Head,Divorced,Male,Clothing/textile technologist,None,Christian
388,7,Thames Lodge,Samantha,Brooks,26,Granddaughter,Single,Female,Community pharmacist,None,None
389,7,Thames Lodge,Cameron,Brooks,19,Grandson,Divorced,Male,University Student,None,Christian
390,7,Thames Lodge,Elliott,Brooks,16,Grandson,NA,Male,Student,None,NA
391,8,Thames Lodge,Roy,Marsh,71,Head,Single,Male,Retired Race relations officer,None,Catholic
392,9,Thames Lodge,Joanne,Slater,22,Head,Divorced,Female,University Student,None,Sikh
393,9,Thames Lodge,Dominic,Slater,4,Son,NA,Male,Child,None,NA
394,9,Thames Lodge,Melissa,Slater,2,Daughter,NA,Female,Child,None,NA
395,9,Thames Lodge,Hayley,Parker,32,Lodger,Divorced,Female,Holiday representative,None,None
396,9,Thames Lodge,Leonard,Begum,41,Lodger,Divorced,male,Neurosurgeon,None,None
397,10,Thames Lodge,Molly,Burton,32,Head,Married,Female,Unemployed,None,Catholic
398,10,Thames Lodge,Damian,Burton,30,Husband,Married,Male,Secretary/administrator,None,Catholic
399,10,Thames Lodge,Michael,Jones,6,Son,NA,Male,Student,None,NA
400,10,Thames Lodge,Owen,Jones,4,Son,NA,Male,Child,None,NA
401,10,Thames Lodge,Ryan,Jones,1,Son,NA,Male,Child,None,NA
402,10,Thames Lodge,Brett,Jackson,39,Lodger,Single,Male,Tree surgeon,None,None
403,11,Thames Lodge,Edward,Nixon,33,Head,Single,male,"Librarian, academic",None,Christian
404,11,Thames Lodge,Frank,Clayton,35,None,Single,Male,"Producer, television/film/video",None,Christian
405,11,Thames Lodge,Patrick,Pollard,63,None,Single,Male,Geoscientist,None,Christian
406,12,Thames Lodge,Sian,Arnold,41,Head,Divorced,Female,Research scientist (physical sciences),None,None
407,12,Thames Lodge,Clifford,Arnold,24,Son,Single,Male,Retail merchandiser,None,None
408,12,Thames Lodge,Elliott,Arnold,17,Son,NA,Male,Student,None,NA
409,12,Thames Lodge,Teresa,Arnold,14,Daughter,NA,Female,Student,None,NA
410,13,Thames Lodge,Jayne,Ali,37,Head,Married,Female,Aeronautical engineer,None,Methodist
411,13,Thames Lodge,Alex,Ali,39,Husband,Married,Male,Unemployed,None,Methodist
412,13,Thames Lodge,Hollie,Ali,7,Daughter,NA,Female,Student,None,NA
413,13,Thames Lodge,Pauline,Ali,6,Daughter,NA,Female,Student,None,NA
414,14,Thames Lodge,Mitchell,Smith,51,Head,Married,Male,Historic buildings inspector/conservation officer,None,Methodist
415,14,Thames Lodge,Karen,Smith,52,Wife,Married,Female,Community arts worker,None,Methodist
416,14,Thames Lodge,Christopher,Hanson-Smith,24,Son,Single,Male,Mining engineer,None,Methodist
417,14,Thames Lodge,Kevin,Hanson-Smith,15,Son,NA,Male,Student,None,NA
418,15,Thames Lodge,Abdul,Jones,84,Head,Widowed,Male,Retired Conference centre manager,None,None
419,16,Thames Lodge,Lydia,Hall,48,Head,Married,Female,"Administrator, sports",None,None
420,16,Thames Lodge,Guy,Hall,54,Husband,Married,Male,Quantity surveyor,None,None
421,16,Thames Lodge,Irene,Hall,11,Daughter,NA,Female,Student,None,NA
422,16,Thames Lodge,Nicola,Hall,7,Daughter,NA,Female,Student,None,NA
423,17,Thames Lodge,Caroline,Thorpe,36,Head,Married,Female,Landscape architect,None,None
424,17,Thames Lodge,Harry,Clarke,38,Husband,Married,Male,"Horticulturist, commercial",None,None
425,17,Thames Lodge,Carly,Thorpe,11,Daughter,NA,Female,Student,None,NA
426,17,Thames Lodge,Rhys,Thorpe,8,Son,NA,Male,Student,None,NA
427,18,Thames Lodge,Grace,Cross,52,Head,Single,Female,Technical author,None,None
428,18,Thames Lodge,Gregory,Grant,59,None,Single,Male,Advertising copywriter,None,Christian
429,18,Thames Lodge,Charles,Matthews,46,None,Single,Male,Unemployed,None,Sikh
430,18,Thames Lodge,Tracy,Sanderson,52,None,Single,Female,"Therapist, art",None,None
431,1,Dawson Greens,Gareth,Parker,78,Head,Married,Male,Retired English as a second language teacher,None,Methodist
432,1,Dawson Greens,Sally,Parker,83,Wife,Married,Female,Retired Clinical research associate,None,None
433,2,Dawson Greens,Antony,Jones,32,Head,Married,M,Insurance account manager,None,None
434,2,Dawson Greens,Bethan,Jones,26,Wife,Married,Female,Dentist,None,None
435,2,Dawson Greens,Christopher,Jones,2,Son,NA,Male,Child,None,NA
436,3,Dawson Greens,Mary,Jones,41,Head,Divorced,Female,Paediatric nurse,None,Christian
437,3,Dawson Greens,Callum,Thompson,40,Cousin,Single,Male,Unemployed,None,Christian
438,3,Dawson Greens,Gavin,Murray-Thompson,41,Cousin,Divorced,Male,"Engineer, water",None,Christian
439,3,Dawson Greens,Stephen,Harrison,53,Cousin,Divorced,Male,Unemployed,None,None
440,3,Dawson Greens,Roy,Davies,49,Cousin,Single,Male,"Buyer, retail",None,None
441,4,Dawson Greens,Bruce,Goddard,50,Head,Married,Male,Sales promotion account executive,None,Christian
442,4,Dawson Greens,Stephanie,Goddard,44,Wife,Married,Female,Music therapist,None,None
443,4,Dawson Greens,Geraldine,Goddard,9,Daughter,NA,Female,Student,None,NA
444,4,Dawson Greens,Timothy,Goddard,5,Son,NA,Male,Student,None,NA
445,4,Dawson Greens,Peter,Goddard,2,Son,NA,Male,Child,None,NA
446,5,Dawson Greens,Natasha,Hughes,41,Head,Married,Female,Futures trader,None,Catholic
447,5,Dawson Greens,Paul,Hughes,41,Husband,Married,Male,"Scientist, research (life sciences)",None,None
448,5,Dawson Greens,Kerry,Hughes,15,Daughter,NA,Female,Student,None,NA
449,6,Dawson Greens,Lisa,Buckley,29,Head,Married,Female,Forensic scientist,None,Christian
450,6,Dawson Greens,Ross,Buckley,35,Husband,Married,Male,Unemployed,None,None
451,6,Dawson Greens,Bethan,Buckley,8,Daughter,NA,Female,Student,None,NA
452,7,Dawson Greens,Joan,Norton,87.85207732,Head,Widowed,Female,Retired Health and safety inspector,None,None
453,7,Dawson Greens,Gary,Norton,24,Son,Divorced,M,Minerals surveyor,None,None
454,7,Dawson Greens,Nicole,Norton,21,Daughter,Single,Female,University Student,None,None
455,8,Dawson Greens,Maria,Edwards,51,Head,Married,f,"Investment banker, operational",None,Christian
456,8,Dawson Greens,Adam,Edwards,46,Husband,Married,Male,Mechanical engineer,None,Christian
457,8,Dawson Greens,Shannon,Edwards,22,Daughter,Single,Female,University Student,None,None
458,8,Dawson Greens,Bernard,Edwards,12,Son,NA,Male,Student,None,NA
459,9,Dawson Greens,Chelsea,Phillips,36,Head,Married,Female,Accounting technician,None,Methodist
460,9,Dawson Greens,Dean,Phillips,35,Husband,Married,Male,Water quality scientist,None,None
461,9,Dawson Greens,Helen,Phillips,16,Daughter,NA,Female,Student,None,NA
462,10,Dawson Greens,Marie,Newton,38,Head,Single,Female,"Programmer, systems",None,Catholic
463,10,Dawson Greens,Leanne,Norton,28,None,Single,Female,Equality and diversity officer,None,None
464,10,Dawson Greens,Sally,Oliver,19,None,Single,Female,University Student,None,Catholic
465,11,Dawson Greens,Pauline,Holt,58,Head,Single,Female,Associate Professor,None,None
466,11,Dawson Greens,Heather,Rose,39,None,Single,Female,"Doctor, general practice",None,None
467,11,Dawson Greens,Martin,Allen,32,None,Single,Male,Industrial/product designer,None,Catholic
468,11,Dawson Greens,Stanley,Hunter,45,None,Single,Male,Meteorologist,None,Christian
469,12,Dawson Greens,Jayne,Kaur,69,Head,Married,Female,Retired Advertising account executive,None,None
470,12,Dawson Greens,Ronald,Kaur,74,Husband,Married,Male,Retired Retail manager,None,None
471,13,Dawson Greens,Christopher,Roberts,39,Head,Single,Male,Nutritional therapist,None,None
472,13,Dawson Greens,Rachael,Dickinson,22,None,Single,Female,University Student,None,None
473,13,Dawson Greens,Gemma,Allen,30,None,Single,Female,Print production planner,None,None
474,13,Dawson Greens,Valerie,Jones,63,None,Single,Female,"Embryologist, clinical",None,None
475,13,Dawson Greens,Dawn,Jones,34,None,Single,Female,Solicitor,None,Christian
476,13,Dawson Greens,Ben,Watson,32,None,Single,Male,Medical technical officer,None,None
477,13,Dawson Greens,Anthony,Murphy,39,None,Single,Male,"Psychologist, educational",None,None
478,14,Dawson Greens,Jennifer,Taylor,38,Head,Single,Female,Unemployed,None,None
479,14,Dawson Greens,Rita,Taylor,12,Daughter,NA,Female,Student,None,NA
480,14,Dawson Greens,Elliot,Taylor,7,Son,NA,Male,Student,None,NA
481,14,Dawson Greens,Glen,Taylor,3,Son,NA,Male,Child,None,NA
482,15,Dawson Greens,Olivia,Williams,37,Head,Married,Female,Futures trader,None,Christian
483,15,Dawson Greens,Kevin,Williams,47,Husband,Married,Male,Retail merchandiser,None,None
484,15,Dawson Greens,Leah,Williams,12,Daughter,NA,Female,Student,None,NA
485,15,Dawson Greens,Thomas,Williams,8,Son,NA,Male,Student,None,NA
486,16,Dawson Greens,Lorraine,Miller,64,Head,Married,Female,Charity officer,None,Muslim
487,16,Dawson Greens,Gerald,Miller,67,Husband,Married,Male,"Therapist, drama",None,Muslim
488,16,Dawson Greens,Rachael,Miller,39,Daughter,Single,Female,"Nurse, adult",None,Muslim
489,17,Dawson Greens,Stephanie,Ellis,25,Head,Single,Female,"Surveyor, building",None,None
490,17,Dawson Greens,Irene,Tomlinson,43,None,Single,Female,Psychiatric nurse,None,None
491,17,Dawson Greens,Oliver,Graham,41,None,Single,Male,Counselling psychologist,None,None
492,17,Dawson Greens,Chloe,Cross,50,None,Single,Female,Recruitment consultant,None,Catholic
493,18,Dawson Greens,Sharon,Rhodes,42,Head,Married,Female,Archivist,None,None
494,18,Dawson Greens,Stuart,Rhodes,41,Husband,Married,Male,Barista,None,None
495,18,Dawson Greens,Cheryl,Rhodes,15,Daughter,NA,Female,Student,None,NA
496,18,Dawson Greens,Damien,Rhodes,11,Son,NA,Male,Student,None,NA
497,19,Dawson Greens,Guy,Bird,31,Head,Single,Male,PhD Student,None,Christian
498,19,Dawson Greens,Gerald,Williams,18,None,Single,Male,University Student,None,Christian
499,20,Dawson Greens,Guy,Williams,39,Head,Single,Male,Holiday representative,None,None
500,20,Dawson Greens,Martin,Williams,47,None,Single,Male,Health physicist,None,Christian
501,20,Dawson Greens,Peter,Davies,59,None,Single,Male,Financial controller,None,None
502,20,Dawson Greens,Carol,Byrne,61,None,Single,Female,Primary school teacher,None,None
503,21,Dawson Greens,Kim,Davies,49,Head,Married,Female,Garment/textile technologist,None,Methodist
504,21,Dawson Greens,Terence,Davies,49,Husband,Married,Male,Pension scheme manager,None,Methodist
505,21,Dawson Greens,Shane,Davies,32,Son,Divorced,Male,Building surveyor,None,Methodist
506,22,Dawson Greens,Lewis,Hughes,72,Head,Married,Male,"Retired Surveyor, building control",None,Christian
507,22,Dawson Greens,Kayleigh,Hughes,68,Wife,Married,Female,Retired Medical illustrator,None,Christian
508,22,Dawson Greens,Tina,Owen,9,Granddaughter,NA,Female,Student,None,NA
509,23,Dawson Greens,Arthur,Crawford,64,Head,Married,Male,"Engineer, water",None,Methodist
510,23,Dawson Greens,Marian,Crawford,59,Wife,Married,Female,Unemployed,None,Methodist
511,23,Dawson Greens,Anthony,Crawford,13,Son,NA,Male,Student,None,NA
512,23,Dawson Greens,Kerry,Crawford,10,Daughter,NA,Female,Student,None,NA
513,23,Dawson Greens,Louise,Crawford,6,Daughter,NA,Female,Student,None,NA
514,24,Dawson Greens,Josephine,Hancock,26,Head,Married,Female,Dispensing optician,None,None
515,24,Dawson Greens,Samuel,Hancock,25,Husband,Married,Male,"Physicist, medical",None,None
516,24,Dawson Greens,Daniel,Berry,57,Lodger,Divorced,Male,Unemployed,None,Catholic
517,25,Dawson Greens,Gail,Williams,56,Head,Married,Female,Writer,None,Christian
518,25,Dawson Greens,Alice,Williams,56,Wife,Married,Female,Counselling psychologist,None,Christian
519,25,Dawson Greens,Abigail,Williams,18,Daughter,Single,Female,Student,None,None
520,26,Dawson Greens,Zoe,Edwards,43,Head,Divorced,Female,Recruitment consultant,None,Catholic
521,26,Dawson Greens,Jemma,Edwards,11,Daughter,NA,Female,Student,None,NA
522,26,Dawson Greens,Hugh,Edwards,9,Son,NA,Male,Student,None,NA
523,27,Dawson Greens,Deborah,O'Sullivan,72,Head,Married,Female,Retired Magazine journalist,None,Methodist
524,27,Dawson Greens,Joe,O'Sullivan,75,Husband,Married,Male,"Retired Geneticist, molecular",None,None
525,28,Dawson Greens,Margaret,Saunders,48,Head,Divorced,Female,Unemployed,None,None
